key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
return,19.15699983,type,1,001,2019-09-26_20h11.34.307,inputText,3.1.3,60
,,this,1,001,2019-09-26_20h11.34.307,inputText,3.1.3,60
,,word,1,001,2019-09-26_20h11.34.307,inputText,3.1.3,60
,,in,1,001,2019-09-26_20h11.34.307,inputText,3.1.3,60
,,titlecase,1,001,2019-09-26_20h11.34.307,inputText,3.1.3,60
