key_resp.keys,key_resp.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,prompt,participant,session,date,expName,psychopyVersion,frameRate
return,1.370000124,type,1,0,5,0,1,4,type,flo,001,2020-08-29_11h33.14.652,inputText,3.1.3,60
,,this,1,0,5,1,1,4,this,flo,001,2020-08-29_11h33.14.652,inputText,3.1.3,60
