key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,8.260999918,type,JM,001,2019-09-22_19h13.22.899,inputText,3.1.3,60
,,this,JM,001,2019-09-22_19h13.22.899,inputText,3.1.3,60
,,,JM,001,2019-09-22_19h13.22.899,inputText,3.1.3,60
,,,JM,001,2019-09-22_19h13.22.899,inputText,3.1.3,60
,, ,JM,001,2019-09-22_19h13.22.899,inputText,3.1.3,60
