trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,4.551484499825165,None,num_enter,3.0113615998998284,4.551484499825165,None,,001,2019_May_02_1024,inputText,3.1.0,60.19846231605241,
