key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,11.98099995,type,1,001,2019-09-09_10h59.52.678,inputText,3.1.3,60
,,this,1,001,2019-09-09_10h59.52.678,inputText,3.1.3,60
,,word,1,001,2019-09-09_10h59.52.678,inputText,3.1.3,60
,,in,1,001,2019-09-09_10h59.52.678,inputText,3.1.3,60
,,Titlecase,1,001,2019-09-09_10h59.52.678,inputText,3.1.3,60
