key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,4.253000021,aasdasdddffasdf,adf,001,2019-09-12_10h49.03.519,inputText,3.1.3,60
,,sthis,adf,001,2019-09-12_10h49.03.519,inputText,3.1.3,60
,,wword,adf,001,2019-09-12_10h49.03.519,inputText,3.1.3,60
,,in,adf,001,2019-09-12_10h49.03.519,inputText,3.1.3,60
,,Titlecase,adf,001,2019-09-12_10h49.03.519,inputText,3.1.3,60
