key_resp.keys,key_resp.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,prompt,participant,session,date,expName,psychopyVersion,frameRate
space,6.578999996,  ,1,0,5,0,1,4,type,Flo,001,2020-12-10_15h19.16.946,inputText,3.1.3,60
,,,1,0,5,1,1,4,this,Flo,001,2020-12-10_15h19.16.946,inputText,3.1.3,60
