prompt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,instr.started,instr.stopped,text.started,text.stopped,typedWord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.24131304200273,None,['return'],[7.282176875000005],10.24131304200273,None,,,,,,,,,,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
Frog,0,0,0,0,,,,,,,17.567601834001835,None,17.567601834001835,None,19.573083667011815,None,19.573083667011815,None,Frog,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
Donkey,0,1,1,1,,,,,,,22.355741417006357,None,22.355741417006357,None,24.355839875002857,None,24.355839875002857,None,,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
Poodle,0,2,2,2,,,,,,,24.706468584001414,None,24.706468584001414,None,26.70586766699853,None,26.70586766699853,None,,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
in,0,3,3,3,,,,,,,28.972388000009232,None,28.972388000009232,None,30.972155709008803,None,30.972155709008803,None,k,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
Titlecase,0,4,4,4,,,,,,,38.122158792000846,None,38.122158792000846,None,40.12298304200522,None,40.12298304200522,None,,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
None,0,5,5,5,,,,,,,40.222562375012785,None,40.222562375012785,None,42.222291292011505,None,42.222291292011505,None,k,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
None,0,6,6,6,,,,,,,42.756025750000845,None,42.756025750000845,None,44.7563368340052,None,44.7563368340052,None,k,Stan,001,2021_Mar_19_1834,inputText,2021.1.2,59.881688871861336,
,,,,,,,,,,,46.072639042002265,None,46.072639042002265,None,,,,,,,,,,,,
