trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.23603295799694,None,['space'],[2.2931903740100097],10.23603295799694,None,,,,,Ann,001,2021_Mar_19_1827,inputText,2021.1.2,59.97445076099717,
,,,,,,,,,,,12.561886416006018,None,12.561886416006018,None,,,,,,,
