key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,5.786000013,type,sd,001,2019-09-23_17h05.41.460,inputText,3.1.3,60
,,this,sd,001,2019-09-23_17h05.41.460,inputText,3.1.3,60
,,word,sd,001,2019-09-23_17h05.41.460,inputText,3.1.3,60
,,in,sd,001,2019-09-23_17h05.41.460,inputText,3.1.3,60
,,Titlecase,sd,001,2019-09-23_17h05.41.460,inputText,3.1.3,60
