key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,7.055999994,type,wsdfghjk,001,2019-09-25_17h10.22.471,inputText,3.1.3,60
,,,wsdfghjk,001,2019-09-25_17h10.22.471,inputText,3.1.3,60
,,,wsdfghjk,001,2019-09-25_17h10.22.471,inputText,3.1.3,60
,,,wsdfghjk,001,2019-09-25_17h10.22.471,inputText,3.1.3,60
,,Titlecase,wsdfghjk,001,2019-09-25_17h10.22.471,inputText,3.1.3,60
