key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
return,7.894999981,,999,001,2019-10-01_16h34.10.149,inputText,3.1.3,60
,,,999,001,2019-10-01_16h34.10.149,inputText,3.1.3,60
,,type,999,001,2019-10-01_16h34.10.149,inputText,3.1.3,60
,,in,999,001,2019-10-01_16h34.10.149,inputText,3.1.3,60
,,titlecase,999,001,2019-10-01_16h34.10.149,inputText,3.1.3,60
