key_resp.keys,key_resp.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,prompt,participant,session,date,expName,psychopyVersion,frameRate
space,5.173000097,type,1,0,5,0,1,4,type,h,001,2020-08-24_13h22.16.162,inputText,3.1.3,60
,, this,1,0,5,1,1,4,this,h,001,2020-08-24_13h22.16.162,inputText,3.1.3,60
