trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,11.511516874990775,None,['space'],[2.4012165000021923],11.511516874990775,None,,,,,Jackery,001,2021_Mar_20_1039,inputText,2021.1.2,59.94775540900996,
,,,,,,,,,,,13.95593108299363,None,13.95593108299363,None,,,,,,,
