key_resp.keys,key_resp.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,prompt,participant,session,date,expName,psychopyVersion,frameRate
space,4.045000076,type,1,0,5,0,1,4,type, m,001,2020-12-09_13h55.49.229,inputText,3.1.3,60
,,this,1,0,5,1,1,4,this, m,001,2020-12-09_13h55.49.229,inputText,3.1.3,60
