trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,13.515655041002901,None,['space'],[5.1160215830022935],13.515655041002901,None,,,,,Ann,001,2021_Mar_20_1015,inputText,2021.1.2,60.000390120757366,
,,,,,,,,,,,18.678582791006193,None,18.678582791006193,None,,,,,,,
