key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,6.499000072,type,JM,001,2019-09-22_19h08.32.776,inputText,3.1.3,60
,,this,JM,001,2019-09-22_19h08.32.776,inputText,3.1.3,60
,,word,JM,001,2019-09-22_19h08.32.776,inputText,3.1.3,60
,,in,JM,001,2019-09-22_19h08.32.776,inputText,3.1.3,60
,,titlecase,JM,001,2019-09-22_19h08.32.776,inputText,3.1.3,60
