key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
j,3.45299983,type,5,001,2019-10-11_21h31.44.115,inputText,3.1.3,60
,,,5,001,2019-10-11_21h31.44.115,inputText,3.1.3,60
,,,5,001,2019-10-11_21h31.44.115,inputText,3.1.3,60
,,,5,001,2019-10-11_21h31.44.115,inputText,3.1.3,60
,,,5,001,2019-10-11_21h31.44.115,inputText,3.1.3,60
