key_resp.keys,key_resp.rt,typedWord,participant,session,date,expName,psychopyVersion,frameRate
space,3.704999924, huapostrophe ,,001,2019-09-17_14h09.58.272,inputText,3.1.3,60
,, this,,001,2019-09-17_14h09.58.272,inputText,3.1.3,60
,, word,,001,2019-09-17_14h09.58.272,inputText,3.1.3,60
,,,,001,2019-09-17_14h09.58.272,inputText,3.1.3,60
,, in ,,001,2019-09-17_14h09.58.272,inputText,3.1.3,60
