trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,11.16927850000502,None,['space'],[1.7543514580029296],11.16927850000502,None,,,,,1,001,2021_Mar_19_1746,inputText,2021.1.2,60.037553370204975,
,,,,,,,,,,,12.957026667005266,None,12.957026667005266,None,,,,,,,
