trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prompt,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,targetInstr.started,targetInstr.stopped,targetText.started,targetText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,14.242624458987848,None,['space'],[3.0778990000108024],14.242624458987848,None,,,,,Paul,001,2021_Mar_20_1051,inputText,2021.1.2,59.95915258955956,
,,,,,,,,,,,17.365800999992643,None,17.365800999992643,None,,,,,,,
